client_id,variation,error_count
6114419,test,0
6114886,test,1
6115276,control,0
6115286,test,0
6115514,test,3
6115596,test,2
6115661,test,0
6115682,test,1
6115725,control,0
6115889,control,0
6116021,test,2
6116055,control,6
6116234,test,0
6116287,test,18
6116444,test,8
6116891,control,3
6117708,control,5
6118016,test,0
6118019,control,9
6118145,control,11
6119115,test,0
6119280,test,0
6119284,test,1
6119358,control,3
6119380,control,0
6119432,test,1
6119833,control,0
6119952,control,1
6120216,test,0
6120307,control,0
6120460,control,0
6120879,control,0
6120940,test,0
6121045,control,3
6121098,test,0
6121453,test,14
6121736,control,6
6121798,test,2
6122115,control,3
6122174,control,0
6122294,test,0
6122432,control,0
6122553,test,0
6122700,test,1
6122858,control,0
6123249,test,0
6123492,control,5
6123722,test,0
6123944,test,0
6124040,control,20
6124081,test,0
6124096,test,0
6124319,test,0
6124908,control,0
6125000,test,5
6125089,control,1
6125160,test,0
6125197,control,0
6125271,test,3
6125341,control,0
6125450,control,4
6125798,control,2
6125886,test,4
6126040,control,0
6126216,test,0
6126433,control,1
6126502,control,2
6127305,control,5
6128401,control,1
6128683,control,1
6129099,test,2
6129296,test,0
6129494,test,4
6129501,test,4
6129738,test,3
6129891,test,2
6129967,test,0
6130491,test,4
6130691,control,0
6131423,control,4
6131516,test,5
6131525,control,9
6131636,test,0
6131718,test,5
6132125,control,5
6132220,control,3
6132708,control,0
6132846,test,0
6132864,test,0
6133281,test,0
6133338,control,1
6133343,control,0
6133577,control,0
6133626,control,4
6134030,test,3
6134357,test,4
6134470,control,1
6134713,control,0
6134894,test,2
6134898,control,0
6135173,control,0
6135379,control,0
6135432,control,1
6135462,test,0
6135653,control,3
6136031,test,0
6136101,test,3
6136264,test,0
6136374,control,0
6136568,control,1
6137114,control,5
6137272,control,3
6137806,control,0
6137896,control,0
6137907,control,1
6137908,test,3
6138017,test,0
6138068,test,5
6138222,test,0
6138455,control,2
6139079,test,0
6139333,test,0
6139351,control,0
6139724,test,0
6139779,test,5
6139917,test,9
6139988,control,0
6140201,test,2
6140290,control,6
6140457,test,0
6140556,control,0
6141254,test,2
6141432,control,1
6142369,test,3
6142438,test,3
6142585,control,3
6142623,control,4
6142678,test,0
6143174,test,0
6143337,control,1
6143388,test,8
6143642,test,2
6143776,test,0
6143809,test,0
6144296,control,2
6144736,control,0
6144921,test,0
6144971,control,0
6145051,test,4
6146263,test,2
6146380,control,0
6146683,test,2
6146877,test,17
6147069,control,6
6147140,control,0
6147241,control,3
6147265,control,2
6147316,control,0
6147411,test,0
6148124,test,1
6148272,test,2
6148387,test,2
6148714,test,1
6148802,test,0
6149311,control,1
6149427,test,0
6149469,test,1
6149601,test,0
6149800,control,2
6150009,control,1
6150339,test,0
6150349,control,0
6150427,control,2
6150554,control,3
6150665,test,0
6152291,control,0
6152374,control,2
6152660,test,0
6152862,control,15
6153024,test,0
6153026,control,5
6153080,test,0
6153237,test,1
6153364,control,2
6153402,control,0
6153464,control,2
6153555,test,1
6154241,test,0
6154532,control,3
6155209,test,0
6155261,control,0
6155735,control,1
6155912,control,4
6155943,control,0
6155976,control,0
6156120,control,2
6156275,control,4
6156362,control,2
6156369,control,1
6156458,control,0
6156784,test,3
6156794,control,0
6156904,test,2
6157535,control,2
6157552,test,5
6157587,control,0
6157625,test,0
6158474,control,2
6158588,control,0
6158593,test,0
6158679,control,0
6158690,control,0
6158691,test,40
6158722,test,0
6158814,test,0
6159014,test,8
6159261,control,0
6159612,control,6
6159830,test,1
6159840,test,1
6160544,control,0
6160592,control,0
6160780,test,0
6160798,control,0
6161224,test,0
6161613,control,1
6162060,control,0
6162206,test,0
6162431,test,0
6162499,test,7
6162550,test,2
6162710,test,0
6162817,control,0
6163115,test,8
6163403,control,0
6163509,control,0
6163617,control,1
6163623,control,4
6163882,control,0
6163995,test,7
6164188,test,0
6164570,test,5
6165681,control,0
6165913,control,0
6165948,control,0
6166024,control,1
6166145,control,0
6166197,test,0
6166472,test,0
6166822,control,10
6166970,test,9
6167355,test,1
6167399,test,2
6167637,test,4
6167643,test,8
6167675,test,3
6167749,test,0
6167777,control,0
6167838,control,2
6167873,control,0
6167895,control,2
6168374,control,0
6168433,test,1
6168523,control,2
6168816,control,5
6169187,control,2
6169715,test,0
6169793,control,2
6170009,control,2
6170084,test,4
6170160,test,0
6170194,test,0
6170447,control,0
6170523,control,3
6170935,test,6
6171366,control,0
6171731,test,1
6171995,control,0
6172188,control,1
6172425,control,0
6172620,control,0
6172702,control,0
6173510,control,0
6173632,test,0
6174037,test,1
6174342,control,0
6174372,test,0
6174475,control,7
6175278,control,1
6175380,control,3
6175402,test,3
6175496,test,2
6176305,test,0
6176618,test,0
6176788,control,2
6176837,test,5
6177093,control,0
6177293,control,0
6177495,control,0
6177735,control,3
6177885,control,0
6178111,test,1
6178539,test,0
6178546,test,7
6178711,test,4
6178903,test,1
6179063,test,1
6179435,control,0
6179707,test,3
6179951,test,3
6180069,control,0
6180072,test,3
6180120,test,0
6180399,test,1
6180572,test,0
6180642,control,0
6180865,control,0
6180998,test,9
6181079,control,1
6181154,control,0
6181347,test,3
6181436,test,2
6181981,control,6
6182278,test,0
6182434,test,2
6182487,control,1
6182535,control,0
6182851,control,0
6182876,control,2
6183002,test,2
6183060,test,0
6184725,test,11
6184997,test,0
6185706,control,1
6185856,control,2
6186453,control,0
6186943,control,0
6186955,test,0
6186980,test,2
6187479,control,0
6187548,test,1
6187815,control,1
6187864,control,7
6188191,control,0
6188679,test,3
6188887,test,0
6188893,test,0
6188944,test,4
6189027,test,1
6189050,control,7
6189129,test,6
6189198,control,0
6189211,test,0
6189438,test,3
6189850,test,2
6189931,control,0
6190008,control,0
6190224,test,0
6190453,test,0
6190460,control,5
6190541,control,0
6190629,control,5
6190851,control,4
6191112,control,4
6191203,control,0
6191242,test,0
6191302,control,12
6191565,test,3
6192101,control,0
6192398,control,0
6192734,control,3
6192754,test,0
6192766,test,0
6192776,control,0
6192860,test,1
6193239,test,0
6193335,control,0
6193539,test,0
6193571,test,0
6193750,control,1
6194121,test,0
6194289,control,0
6194477,test,3
6194562,control,1
6194852,test,0
6195074,test,0
6195250,control,6
6195253,control,1
6195381,control,1
6195423,control,8
6195482,control,0
6195590,test,0
6195723,control,1
6195730,test,3
6195846,control,0
6196184,control,0
6196471,control,0
6196555,test,0
6196705,control,0
6196918,test,0
6197016,control,1
6197062,control,0
6197156,test,2
6197214,control,3
6197220,control,3
6197527,test,2
6197648,test,2
6197898,control,0
6197961,test,0
6198022,control,4
6198040,test,0
6198147,test,0
6198270,test,0
6198294,test,3
6199133,control,2
6199141,control,0
6199232,test,0
6199279,test,2
6199317,control,0
6199461,control,0
6199526,test,0
6199584,test,1
6199591,test,0
6199623,test,1
6199688,control,1
6199776,test,11
6199818,control,0
6199931,control,3
6199973,control,4
6200126,test,0
6200721,test,0
6200853,test,0
6201149,test,6
6201404,control,6
6201791,test,0
6201944,control,0
6202008,test,4
6202302,control,2
6202486,test,0
6202655,control,0
6202761,control,2
6202775,control,2
6203105,test,6
6204171,test,0
6205335,test,0
6205458,control,5
6205531,test,3
6206033,control,0
6206135,control,1
6206396,test,6
6206436,test,0
6206471,control,1
6206573,control,2
6206578,control,4
6206582,control,0
6206958,control,3
6206976,test,0
6207023,control,1
6207194,test,0
6207205,test,1
6207911,test,0
6207986,test,6
6208259,control,3
6208399,control,0
6208685,test,0
6208954,control,0
6208963,test,0
6208983,test,0
6209041,test,0
6209195,control,1
6209257,test,1
6209448,control,3
6209729,test,3
6209824,control,4
6210162,control,0
6210251,control,2
6210325,test,0
6210443,control,4
6210506,control,0
6210539,test,9
6210900,test,0
6211097,test,9
6211179,test,0
6211184,control,1
6211734,test,8
6211960,test,0
6212159,test,4
6212252,control,0
6212370,test,15
6212395,test,12
6212871,control,0
6213026,test,1
6213098,control,2
6213118,control,3
6213231,control,0
6213312,test,0
6213441,test,0
6213562,control,4
6213568,test,1
6213804,control,3
6213824,control,5
6213911,test,0
6214215,control,0
6214973,test,0
6215200,test,0
6215467,test,7
6215911,control,3
6216065,test,1
6216106,control,0
6216134,control,0
6216233,control,1
6217043,test,0
6217227,control,0
6217257,test,2
6217298,test,2
6217377,test,0
6217407,test,5
6217535,test,0
6218062,test,1
6218205,test,1
6218285,test,0
6218310,control,1
6218392,test,11
6218530,test,0
6218559,test,2
6218926,test,0
6219019,control,0
6219066,test,3
6219097,control,1
6219217,control,3
6219218,control,0
6219485,test,0
6219578,control,0
6219579,test,0
6219655,test,10
6219677,test,31
6219717,test,0
6220312,control,11
6220778,control,7
6220779,test,0
6221372,control,0
6221871,control,1
6221891,control,0
6222460,test,0
6222741,control,0
6223007,control,0
6223563,test,2
6223874,test,0
6224270,test,0
6224299,control,0
6224380,control,2
6224431,test,0
6224458,test,3
6224776,control,0
6224817,test,2
6225696,test,0
6225944,control,0
6225988,control,2
6225990,control,0
6226106,control,0
6226205,test,0
6226635,control,4
6227290,control,1
6227535,control,6
6227816,control,5
6228082,test,0
6228133,control,2
6228157,test,4
6228162,control,1
6228960,test,0
6228965,test,0
6228987,test,1
6229124,control,0
6229299,test,9
6229378,test,0
6229511,test,2
6229611,test,6
6229916,test,0
6229922,control,0
6229944,test,0
6230140,control,2
6230352,test,0
6230467,control,0
6230585,test,13
6230768,control,0
6231124,control,0
6231137,control,0
6231368,test,0
6231369,control,1
6231726,test,0
6232040,control,0
6232074,control,1
6232107,test,2
6232243,test,0
6232474,test,0
6232755,test,0
6232942,control,6
6233008,control,1
6233051,control,0
6233209,test,0
6233261,test,0
6233433,control,0
6233518,test,0
6233602,control,0
6234162,control,2
6234276,test,0
6234376,control,0
6234952,test,2
6235214,test,0
6235268,control,2
6235400,control,1
6235867,test,0
6236140,control,0
6236247,test,0
6236471,test,0
6237192,control,0
6237440,test,0
6237495,control,2
6238036,test,7
6238365,test,0
6238381,test,0
6238531,control,11
6238744,control,0
6238820,test,2
6238821,test,10
6238948,test,0
6239306,control,12
6239881,control,0
6239885,test,0
6240210,control,0
6240775,test,3
6240949,control,1
6241129,test,0
6241144,test,3
6241245,test,2
6241542,test,0
6241556,test,0
6241575,test,14
6242298,test,4
6242960,test,0
6242999,control,1
6243085,control,0
6243230,test,0
6243234,control,7
6243260,test,3
6243294,test,0
6243375,test,0
6243563,test,0
6243872,control,0
6244054,control,0
6244101,test,1
6244133,test,9
6244184,test,19
6244225,control,0
6244402,test,2
6244483,test,0
6244536,control,5
6244625,control,0
6244684,control,1
6244778,test,4
6244963,control,0
6244970,test,0
6245090,test,0
6245201,test,0
6245519,control,0
6246005,control,0
6246012,test,4
6246059,control,9
6246252,test,2
6246369,test,0
6246821,test,4
6247193,test,1
6247321,test,0
6247455,test,2
6247638,test,5
6247953,control,3
6247972,control,0
6247985,test,3
6248019,control,0
6248189,test,8
6248651,control,4
6248719,control,0
6248859,test,7
6249518,test,18
6249577,test,0
6249597,control,6
6250055,test,2
6250207,test,15
6250513,control,0
6250726,control,12
6251197,control,0
6251214,test,13
6251216,test,1
6251290,test,0
6251313,test,0
6251498,test,9
6251557,control,0
6252053,control,0
6252175,test,0
6252219,control,6
6252538,test,0
6252754,control,0
6252758,control,1
6253013,test,5
6253041,control,0
6253108,test,0
6253352,control,0
6253381,test,8
6253513,test,8
6253564,control,0
6253622,control,0
6253626,test,0
6253802,control,8
6253845,test,2
6254134,test,1
6254145,test,2
6254175,test,2
6254609,test,4
6254691,control,0
6254968,test,0
6255097,test,1
6255182,test,0
6255304,control,0
6255392,test,1
6255489,control,0
6255524,test,0
6255565,control,9
6255668,test,2
6255675,test,2
6255724,test,0
6256172,control,0
6256190,control,0
6256285,control,12
6256711,test,6
6257035,control,7
6257564,test,0
6257603,control,0
6257728,test,2
6257765,test,0
6257992,control,13
6258296,test,2
6258754,control,0
6259148,control,2
6259324,test,1
6259405,test,0
6259522,test,2
6259660,control,0
6259757,control,0
6259825,test,2
6260281,control,2
6260403,test,0
6260467,control,1
6260538,test,18
6261268,test,3
6261427,control,0
6261592,control,0
6261966,control,1
6262383,control,3
6263111,control,2
6263283,control,0
6263611,control,2
6263784,test,4
6263801,control,0
6263924,control,2
6263948,control,1
6264028,test,5
6264313,control,1
6264464,control,1
6264472,test,9
6264901,test,0
6265100,control,0
6265388,test,0
6265481,test,0
6265510,control,0
6265566,control,4
6266472,test,1
6266738,test,8
6267076,control,0
6267268,test,5
6267322,test,0
6267683,control,0
6267962,control,2
6268446,test,0
6268778,control,6
6269030,test,0
6269249,control,0
6269285,control,0
6269744,test,2
6269757,control,1
6270000,test,0
6270117,test,1
6270234,test,0
6270450,control,0
6270802,test,0
6270947,control,3
6271257,test,0
6271373,control,0
6271685,control,14
6271957,test,0
6272438,control,5
6272543,test,0
6272729,control,0
6272746,test,0
6273012,test,0
6273143,test,1
6273424,control,1
6273640,test,0
6273703,control,5
6273786,test,0
6274079,test,0
6274544,test,0
6274735,test,0
6275218,test,0
6275502,control,2
6275547,control,0
6275704,control,11
6275855,control,0
6276190,test,8
6276310,control,0
6277287,control,8
6277814,test,0
6277863,test,2
6278306,control,1
6278458,control,8
6278883,control,0
6278960,control,0
6279164,control,0
6279208,test,0
6279335,test,18
6279427,test,0
6279584,test,1
6279664,control,0
6279719,control,0
6279810,control,13
6279812,test,0
6279829,control,7
6279904,test,2
6279949,control,2
6280103,control,6
6280351,control,0
6280462,test,0
6280500,control,0
6280776,test,0
6280963,control,2
6281488,test,0
6281570,control,0
6281865,test,0
6282405,control,5
6282645,test,3
6282795,control,0
6283100,test,0
6283243,control,0
6283290,test,1
6283366,control,0
6283380,control,9
6283437,control,1
6283606,control,2
6283739,control,0
6283993,test,0
6284050,control,0
6284055,control,13
6284498,control,4
6284634,control,2
6284746,control,0
6284860,control,0
6285002,control,0
6285197,test,0
6285761,control,0
6285819,control,0
6285921,control,0
6286086,control,0
6286096,test,5
6286291,control,0
6286405,test,2
6286537,test,0
6286549,test,0
6286632,control,2
6286646,control,11
6287252,test,0
6287401,test,0
6287855,test,5
6288259,test,6
6288323,control,7
6288928,test,0
6289253,test,2
6289640,test,0
6290002,test,4
6290033,test,2
6290066,test,0
6290102,test,0
6290188,test,12
6290419,test,0
6290686,control,0
6290836,control,0
6291061,control,0
6291263,control,1
6291267,test,0
6291449,control,0
6291464,test,0
6291626,test,0
6291861,test,5
6292241,test,0
6292379,test,0
6292422,control,3
6292771,test,0
6292773,control,0
6292865,test,1
6292908,test,4
6292909,test,1
6293390,control,0
6293429,test,0
6293541,test,0
6293657,test,0
6294034,control,1
6294261,test,2
6294499,control,0
6294674,test,2
6295124,test,1
6295175,test,0
6295495,test,3
6295681,test,0
6295796,control,0
6295882,test,1
6296092,test,0
6296101,control,0
6296222,test,2
6296447,test,6
6296471,test,0
6296897,control,4
6297093,control,8
6297183,test,3
6297367,control,0
6297472,control,0
6298044,test,6
6298173,test,1
6298404,control,4
6298412,test,0
6298697,control,0
6299017,test,4
6299026,test,0
6299605,control,4
6299914,control,0
6300223,control,1
6300261,control,1
6300438,test,0
6300543,test,4
6300654,test,2
6301669,test,2
6301913,test,1
6302349,test,1
6302366,test,2
6303172,control,9
6303538,control,0
6303727,control,0
6303786,test,0
6303834,control,16
6303898,control,3
6304184,test,2
6304200,test,1
6304261,test,0
6304582,test,0
6305131,test,0
6305157,test,0
6305171,test,0
6305342,control,0
6305480,test,3
6305830,test,11
6305905,control,35
6305941,control,1
6306006,control,0
6306129,test,0
6306150,control,0
6306354,test,0
6306692,control,0
6306786,control,1
6307079,test,12
6307446,test,2
6307628,test,4
6308456,test,0
6308576,test,1
6308615,test,0
6308747,control,1
6308806,control,5
6308970,test,5
6309001,test,4
6309176,control,2
6309469,test,0
6309838,test,1
6309891,control,0
6310137,control,5
6310288,control,0
6310652,control,2
6310687,test,1
6311181,control,0
6311580,control,0
6311761,control,0
6311942,control,2
6312687,control,3
6312740,control,0
6312898,test,4
6312909,test,1
6312949,test,0
6313049,control,0
6313081,control,7
6313228,test,0
6313310,test,0
6313562,control,0
6313605,test,15
6313693,test,0
6313827,test,0
6313877,test,3
6314328,test,0
6314742,test,5
6314966,control,0
6315188,test,0
6315358,test,0
6315858,control,3
6316179,control,2
6316253,test,0
6316298,control,1
6316427,test,6
6316702,test,8
6316734,control,3
6316795,control,0
6316820,test,0
6316983,control,0
6316996,test,9
6317042,test,0
6317054,test,5
6317207,test,2
6317256,test,0
6317332,test,0
6317673,control,2
6317729,test,3
6317776,control,0
6318002,test,2
6318309,control,0
6318532,control,4
6318705,test,0
6318967,test,12
6319213,test,6
6319245,test,0
6319675,test,0
6319777,test,0
6319952,test,1
6320252,test,0
6320688,control,0
6320900,control,10
6320969,control,3
6321074,test,3
6321387,test,0
6321743,test,1
6321845,test,4
6322195,control,12
6322292,test,0
6322494,test,3
6322646,test,11
6322872,test,0
6322965,test,0
6323047,control,0
6323060,test,3
6323413,test,0
6324016,control,0
6324067,control,3
6324492,test,0
6324646,control,0
6324966,control,0
6325520,control,0
6325529,control,12
6325731,test,2
6325742,control,2
6326243,control,0
6326298,control,0
6326668,test,0
6327008,test,4
6327246,control,1
6327365,control,0
6327393,control,0
6327460,control,5
6327787,test,0
6328200,test,16
6328234,test,0
6328237,test,2
6328295,control,1
6328652,test,1
6328917,test,2
6328967,control,0
6329216,test,7
6329564,test,0
6329839,test,0
6330052,test,0
6330362,control,0
6330488,test,9
6330539,control,1
6330735,test,0
6330960,control,0
6331089,control,2
6331387,control,1
6331553,test,0
6331614,test,0
6331923,test,0
6332012,control,1
6332171,control,3
6332248,control,1
6332250,test,0
6332820,control,0
6333363,test,0
6333418,test,0
6333665,test,0
6334070,control,2
6334082,test,0
6334360,test,4
6334445,test,0
6334676,control,0
6334724,control,0
6334745,test,5
6335136,test,4
6335357,test,0
6335396,test,1
6335544,test,0
6335787,test,4
6335806,test,0
6336701,test,0
6336914,control,0
6337229,test,6
6337595,test,2
6337816,test,7
6338026,test,5
6338480,control,2
6338487,test,0
6338549,control,0
6338896,test,0
6338935,control,0
6339028,control,2
6340165,test,2
6340179,control,4
6340232,test,5
6340340,test,0
6340382,test,0
6340523,test,2
6340549,control,0
6340635,control,4
6341014,control,4
6341223,test,10
6341488,test,0
6341510,control,1
6341730,test,4
6341770,test,1
6342042,test,0
6342356,control,1
6342391,test,0
6342468,test,0
6342884,control,2
6343258,control,0
6343369,test,0
6343570,test,0
6343599,control,4
6343693,control,3
6344380,control,0
6344385,test,0
6344453,test,6
6344478,test,0
6344617,test,0
6345064,test,0
6345263,test,2
6345665,test,0
6345753,test,12
6345861,test,2
6346107,control,1
6346401,control,8
6346474,control,4
6346538,test,3
6346565,control,0
6346672,control,0
6346829,control,4
6346847,test,0
6347071,test,0
6347295,control,0
6347403,test,0
6347479,test,1
6347553,control,3
6347873,control,0
6347963,control,0
6347970,test,7
6347993,test,0
6348223,control,0
6348683,test,0
6348754,test,3
6348769,test,0
6348972,test,0
6348982,test,6
6349231,test,0
6349753,control,2
6349899,control,0
6350662,test,2
6350771,test,0
6350803,test,0
6350886,control,0
6351080,control,11
6351281,control,0
6351585,control,1
6351594,control,3
6351623,test,0
6351670,test,1
6351678,control,5
6351681,control,1
6351716,control,0
6352134,test,0
6352249,control,0
6352379,test,3
6352453,test,0
6352478,control,0
6352581,test,0
6352915,test,2
6352921,control,3
6353212,test,6
6353311,test,0
6353548,control,10
6353848,test,2
6353872,control,7
6354136,control,0
6354379,test,0
6354538,test,0
6354599,control,4
6355166,control,0
6355297,control,6
6355360,test,6
6355445,control,0
6355597,test,0
6355889,test,0
6356056,control,2
6356072,control,1
6356189,control,8
6356336,test,0
6356481,test,6
6356540,test,0
6356888,control,2
6357156,control,0
6357515,control,0
6357574,control,0
6358271,test,1
6358605,test,2
6358660,control,1
6358744,test,0
6358771,test,0
6359009,test,1
6359098,test,3
6359472,test,4
6359481,control,0
6359549,control,2
6359593,test,2
6359735,control,6
6359829,test,2
6360074,control,0
6360216,control,2
6360420,control,1
6360509,test,0
6360654,test,7
6360749,test,0
6361144,control,0
6361221,test,1
6361294,test,5
6361486,test,0
6362011,control,0
6362027,test,7
6362224,test,0
6362415,control,0
6362594,control,0
6362799,control,2
6363082,control,4
6363131,test,2
6363157,test,0
6363396,control,1
6363669,control,7
6364554,control,0
6364973,control,0
6365047,test,1
6365333,test,0
6365485,control,4
6365541,test,2
6365611,test,0
6365618,test,2
6366145,test,0
6366339,test,0
6366590,control,3
6366969,test,0
6367259,test,1
6367405,test,0
6367461,test,6
6367474,test,0
6367571,test,1
6367624,control,4
6367708,test,2
6367893,control,0
6368153,test,2
6368257,test,4
6368506,control,2
6369210,test,8
6369567,test,4
6369921,control,0
6370180,test,0
6370233,test,1
6370506,control,0
6370960,control,2
6371350,test,5
6371557,control,7
6371570,test,3
6371663,control,0
6372038,control,0
6372568,control,1
6372796,test,5
6372831,control,0
6372964,control,8
6373357,test,0
6373368,control,0
6373411,test,0
6373497,test,4
6373694,control,0
6374240,control,0
6374282,test,3
6374296,test,0
6374399,test,1
6374406,control,0
6374491,test,1
6374646,test,1
6374667,control,3
6374678,test,3
6374745,test,27
6374988,control,2
6375441,test,3
6375523,test,2
6375571,control,4
6375577,control,2
6375834,control,2
6375858,control,0
6375896,test,7
6376046,test,1
6376224,test,5
6376323,test,2
6377119,control,3
6377209,test,9
6377455,control,12
6377511,test,0
6377949,control,3
6377989,test,0
6378155,test,2
6378463,test,4
6379127,control,0
6379275,control,0
6379532,control,5
6379541,control,4
6379542,test,0
6379561,test,7
6379843,test,0
6379996,test,0
6380010,control,0
6380474,control,6
6380570,test,3
6380601,test,0
6381407,test,0
6381868,test,3
6382275,test,3
6382317,control,0
6382704,test,0
6382757,test,0
6383242,control,4
6383500,test,0
6383598,control,3
6383676,test,5
6383826,control,8
6383840,control,0
6383888,control,0
6383980,control,2
6384122,test,5
6384397,control,0
6384526,control,0
6384600,control,0
6384753,control,13
6385101,test,7
6385324,control,0
6385395,test,0
6385477,test,6
6385658,test,0
6385837,test,3
6386118,control,0
6386134,test,1
6386706,test,2
6386902,test,0
6387328,control,2
6388263,control,0
6388327,control,0
6389276,test,0
6389349,control,2
6389358,test,12
6389521,control,4
6389654,test,1
6389700,control,0
6389839,test,0
6389894,control,2
6389951,control,2
6390205,control,2
6390558,test,14
6390777,test,8
6390827,test,0
6391101,control,0
6391313,test,7
6391371,control,0
6391543,test,1
6391818,control,0
6392043,test,9
6392105,control,4
6392249,test,0
6392480,control,0
6393514,test,0
6393896,test,0
6394082,control,0
6394241,test,0
6394297,control,3
6394395,control,1
6394402,test,0
6394421,control,1
6394423,test,0
6394638,control,0
6395285,control,5
6395301,test,5
6395464,control,0
6395654,test,0
6395897,test,0
6396036,control,0
6396533,control,0
6396836,test,0
6396865,control,0
6397357,test,0
6397827,control,2
6398193,control,0
6398332,test,0
6398341,control,3
6398380,test,1
6399054,test,1
6399171,control,0
6399184,control,6
6399218,test,0
6399372,test,0
6399488,test,0
6399633,control,0
6400280,control,0
6400340,test,1
6400565,control,0
6400618,test,2
6400804,control,0
6400868,control,0
6400888,control,0
6400977,control,1
6401147,test,1
6401355,test,0
6401406,test,1
6401608,control,0
6403610,test,0
6404024,test,0
6404304,test,0
6404613,control,3
6405187,control,0
6405208,test,1
6405391,test,0
6405406,test,7
6405622,test,0
6405849,test,0
6405971,test,0
6406276,control,3
6406288,test,0
6406556,test,6
6406779,test,4
6407036,test,0
6407166,control,0
6407208,control,2
6407424,test,1
6407595,control,1
6408345,control,0
6408484,test,6
6408586,test,8
6408904,control,0
6409012,control,0
6409037,test,3
6409047,control,1
6409101,control,1
6409527,test,4
6409586,test,0
6409774,test,0
6409786,control,2
6410394,test,0
6410409,test,0
6410961,control,6
6411046,test,2
6411206,control,1
6411294,control,4
6411659,test,0
6411728,test,2
6411786,control,2
6411839,test,1
6411934,test,2
6412039,control,1
6412621,control,6
6412718,control,0
6412719,test,4
6412757,test,1
6412806,test,0
6412875,test,2
6412974,test,3
6413068,test,4
6413226,test,9
6413276,test,0
6413533,test,32
6413572,test,3
6413727,test,0
6413736,control,1
6413910,control,0
6414378,test,6
6415042,control,0
6415118,test,1
6415360,test,0
6415605,control,0
6416128,test,13
6416273,control,0
6416892,test,0
6417081,test,0
6417444,test,0
6417568,test,0
6418037,test,0
6418203,test,6
6418806,test,3
6418878,test,1
6419280,test,4
6419283,test,1
6420156,test,0
6420479,test,6
6420655,test,0
6420672,control,2
6421088,control,0
6421234,test,0
6421285,test,4
6421319,control,0
6421519,test,3
6421570,control,0
6421571,test,0
6421589,control,1
6421913,control,1
6422659,control,0
6422672,test,0
6422707,test,1
6422805,test,0
6423163,control,5
6423460,test,2
6423817,control,0
6424094,test,0
6424307,test,0
6424603,test,0
6425084,test,0
6425263,control,4
6425496,control,2
6426294,control,5
6426623,control,1
6426677,test,4
6426887,control,0
6426942,test,0
6427526,control,13
6427675,test,2
6427730,control,2
6427754,control,0
6427815,control,1
6427834,test,0
6427940,control,1
6428126,control,1
6428137,control,0
6428262,control,0
6428289,control,0
6428469,test,0
6428716,control,2
6428991,control,3
6429217,test,4
6429390,control,5
6429670,control,0
6429753,test,1
6429856,control,0
6429939,test,10
6430083,control,2
6430161,test,11
6430198,test,1
6430285,test,7
6430556,control,0
6430614,control,0
6430825,test,10
6431274,control,4
6431498,control,0
6431926,control,7
6432102,control,1
6432902,control,0
6432920,test,2
6433105,test,0
6433333,control,4
6433377,control,0
6434156,test,0
6434330,control,1
6434694,control,4
6434927,test,2
6435102,test,0
6435592,test,1
6435776,test,0
6435836,control,1
6436049,control,1
6436052,control,3
6436120,test,4
6436149,test,0
6436966,test,7
6437044,control,0
6437158,test,1
6437297,test,0
6437808,control,4
6438049,test,3
6438154,control,6
6438329,control,0
6438491,test,5
6438658,control,4
6438830,test,0
6438861,control,0
6438911,test,0
6439183,test,0
6439467,test,2
6439633,test,0
6439921,test,0
6439990,test,18
6440180,control,0
6440386,test,4
6440517,test,22
6440568,control,1
6441229,control,2
6441726,test,0
6441752,test,6
6441802,control,0
6441862,control,3
6442081,test,0
6442302,test,9
6442338,control,0
6442655,test,0
6443153,test,0
6443373,control,0
6443591,test,4
6443609,test,0
6443962,control,0
6444119,test,11
6444307,control,2
6444310,control,0
6444326,test,0
6444330,control,0
6444355,control,1
6444358,test,12
6444489,test,11
6444715,test,0
6445013,test,0
6445575,test,1
6445808,test,0
6445823,control,0
6446044,test,0
6446147,control,0
6446363,test,3
6446475,control,13
6447021,test,10
6447371,control,4
6447434,test,2
6447601,control,2
6448014,control,1
6448159,control,2
6448518,control,13
6448530,control,1
6448567,control,2
6448731,test,2
6449098,control,0
6449665,test,0
6449704,test,4
6450029,control,0
6450043,test,0
6450072,test,1
6450374,control,0
6450937,test,2
6451141,test,4
6451488,control,0
6451523,test,1
6451939,test,0
6452006,test,0
6452255,control,1
6452585,test,1
6452793,test,0
6452935,control,0
6452989,test,0
6453112,control,0
6453294,control,2
6453414,test,3
6453847,test,2
6454703,test,0
6454722,control,9
6454869,control,0
6454945,control,0
6454946,control,0
6455115,control,7
6455281,control,0
6455842,control,2
6455955,control,1
6456062,control,1
6456920,test,0
6456950,test,9
6457073,control,9
6457116,test,0
6457443,test,0
6457533,control,2
6457558,test,6
6457559,test,4
6457664,test,4
6457935,test,1
6458159,test,2
6458206,test,0
6458249,test,17
6458491,control,1
6459092,test,2
6459338,control,2
6459463,test,0
6459475,test,0
6459655,control,0
6459665,control,2
6460031,control,3
6460183,test,2
6460298,test,4
6460410,control,2
6460756,control,6
6461064,control,19
6461112,test,0
6461165,control,0
6461191,control,0
6461303,test,1
6461378,test,6
6461412,control,1
6461504,control,2
6461863,control,0
6462575,control,0
6462603,test,12
6462912,control,2
6462925,test,0
6463002,control,1
6463094,test,0
6463252,test,4
