client_id,process_step,error_count,variation
8429153,step_1,0,test
8429153,step_2,0,test
8429153,step_3,0,test
8429511,start,0,test
8429511,step_1,0,test
8429511,step_2,0,test
8429511,step_3,0,test
8430218,step_1,1,test
8430218,start,0,test
8430218,step_2,0,test
8430218,step_3,0,test
8430470,start,0,test
8430470,step_1,0,test
8430470,step_2,0,test
8430470,step_3,0,test
8430663,start,2,test
8430663,step_1,0,test
8430663,step_2,0,test
8430663,step_3,0,test
8431427,start,0,test
8431427,step_1,0,test
8431427,step_2,0,test
8431427,step_3,0,test
8431740,start,0,test
8431740,step_1,0,test
8431740,step_2,0,test
8431740,step_3,0,test
8432079,start,0,test
8432079,step_1,0,test
8432079,step_2,0,test
8432079,step_3,0,test
8432798,start,0,test
8432798,step_1,0,test
8432798,step_2,0,test
8432798,step_3,0,test
8432895,start,0,test
8432895,step_1,0,test
8432895,step_2,0,test
8433097,start,0,test
8433097,step_1,0,test
8433097,step_2,0,test
8433097,step_3,0,test
8434055,start,2,test
8434099,step_2,2,test
8434099,step_3,2,test
8434099,start,0,test
8434099,step_1,0,test
8434228,start,0,test
8434640,start,2,test
8434640,step_1,1,test
8434640,step_2,1,test
8434640,step_3,0,test
8435705,start,1,test
8436366,start,2,test
8436366,step_1,2,test
8436366,step_2,0,test
8436366,step_3,0,test
8437302,start,0,test
8437302,step_1,0,test
8437302,step_2,0,test
8437302,step_3,0,test
8437665,start,1,test
8437665,step_1,0,test
8437665,step_2,0,test
8437665,step_3,0,test
8438132,start,0,test
8438132,step_1,0,test
8438132,step_2,0,test
8438132,step_3,0,test
8439249,start,2,test
8439249,step_1,0,test
8439249,step_2,0,test
8439727,start,0,test
8439727,step_1,0,test
8439727,step_2,0,test
8439727,step_3,0,test
8439837,start,0,test
8439837,step_1,0,test
8439870,start,1,test
8439870,step_1,1,test
8439870,step_2,0,test
8439870,step_3,0,test
8439914,start,1,test
8439914,step_1,1,test
8439914,step_2,0,test
8439914,step_3,0,test
8440000,start,0,test
8440000,step_1,0,test
8440000,step_2,0,test
8440000,step_3,0,test
8440069,start,0,test
8440069,step_1,0,test
8440069,step_2,0,test
8440164,start,9,test
8440164,step_1,6,test
8440164,step_2,3,test
8440164,step_3,1,test
8440496,start,1,test
8440496,step_1,0,test
8440496,step_2,0,test
8440496,step_3,0,test
8441472,start,0,test
8441472,step_1,0,test
8441472,step_2,0,test
8441472,step_3,0,test
8441694,start,0,test
8441694,step_1,0,test
8441694,step_2,0,test
8441694,step_3,0,test
8441811,start,2,test
8441811,step_1,0,test
8441811,step_2,0,test
8441811,step_3,0,test
8441983,start,0,test
8441983,step_1,0,test
8441983,step_2,0,test
8441983,step_3,0,test
8442614,start,0,test
8442995,start,4,test
8442995,step_3,2,test
8442995,step_1,1,test
8442995,step_2,1,test
8443142,start,2,test
8443142,step_1,0,test
8443142,step_2,0,test
8443142,step_3,0,test
8444725,start,0,test
8444725,step_1,0,test
8444793,start,0,test
8444793,step_1,0,test
8444793,step_2,0,test
8444793,step_3,0,test
8444884,start,3,test
8444884,step_2,1,test
8444884,step_1,0,test
8445313,start,2,test
8445313,step_1,0,test
8445313,step_2,0,test
8445313,step_3,0,test
8445363,step_1,1,test
8445363,step_2,1,test
8445363,step_3,1,test
8445363,start,0,test
8445867,start,1,test
8445867,step_1,1,test
8446061,start,0,test
8446688,start,0,test
8446688,step_1,0,test
8446688,step_2,0,test
8446688,step_3,0,test
8446966,start,0,test
8447568,start,0,test
8447568,step_1,0,test
8447568,step_2,0,test
8447568,step_3,0,test
8448536,start,2,test
8448536,step_1,1,test
8448536,step_2,0,test
8448536,step_3,0,test
8449026,start,0,test
8449026,step_1,0,test
8449026,step_2,0,test
8449026,step_3,0,test
8450389,start,2,test
8450389,step_2,2,test
8450389,step_1,1,test
8450389,step_3,1,test
8450800,start,0,test
8451131,start,1,test
8451131,step_1,0,test
8451131,step_2,0,test
8451131,step_3,0,test
8452111,step_1,2,test
8452111,start,1,test
8452111,step_2,0,test
8452111,step_3,0,test
8452673,start,2,test
8452673,step_1,0,test
8452673,step_2,0,test
8452673,step_3,0,test
8453429,start,0,test
8453877,start,0,test
8453877,step_1,0,test
8453877,step_2,0,test
8453877,step_3,0,test
8454706,start,0,test
8454706,step_1,0,test
8454706,step_2,0,test
8454706,step_3,0,test
8454778,start,14,test
8454778,step_1,4,test
8454778,step_2,3,test
8454778,step_3,1,test
8455174,start,0,test
8455174,step_1,0,test
8455174,step_2,0,test
8455174,step_3,0,test
8455559,start,1,test
8455839,start,3,test
8455839,step_1,0,test
8455839,step_2,0,test
8455839,step_3,0,test
8456142,start,3,test
8456142,step_1,0,test
8456308,step_1,1,test
8456308,step_2,1,test
8456308,start,0,test
8456308,step_3,0,test
8456479,start,0,test
8456479,step_1,0,test
8456479,step_2,0,test
8456479,step_3,0,test
8457323,start,2,test
8457324,step_3,2,test
8457324,start,1,test
8457324,step_1,1,test
8457324,step_2,1,test
8457457,start,0,test
8457457,step_1,0,test
8457457,step_2,0,test
8457457,step_3,0,test
8457877,start,1,test
8457877,step_1,1,test
8457877,step_2,1,test
8457877,step_3,0,test
8457927,start,0,test
8457927,step_1,0,test
8457927,step_2,0,test
8457927,step_3,0,test
8459080,start,0,test
8459080,step_1,0,test
8459080,step_2,0,test
8459080,step_3,0,test
8459196,start,0,test
8459196,step_1,0,test
8459196,step_2,0,test
8459196,step_3,0,test
8459444,start,0,test
8459444,step_1,0,test
8459444,step_2,0,test
8459444,step_3,0,test
8459791,start,0,test
8459791,step_1,0,test
8459791,step_2,0,test
8459791,step_3,0,test
8459841,start,0,test
8459848,start,0,test
8459848,step_1,0,test
8459848,step_2,0,test
8459848,step_3,0,test
8460039,start,0,test
8460039,step_1,0,test
8460039,step_2,0,test
8460039,step_3,0,test
8460140,start,0,test
8460140,step_1,0,test
8460140,step_2,0,test
8460140,step_3,0,test
8460512,start,1,test
8460512,step_1,1,test
8460512,step_2,0,test
8460512,step_3,0,test
8461066,start,0,test
8461066,step_1,0,test
8461066,step_2,0,test
8461066,step_3,0,test
8461220,start,1,test
8461220,step_1,1,test
8461220,step_2,0,test
8461220,step_3,0,test
8461395,start,0,test
8461395,step_1,0,test
8461395,step_2,0,test
8461847,start,3,test
8461847,step_1,1,test
8461847,step_2,0,test
8461847,step_3,0,test
8462560,start,6,test
8462560,step_1,2,test
8462560,step_2,2,test
8462687,start,0,test
8462796,start,0,test
8462796,step_1,0,test
8462796,step_2,0,test
8462796,step_3,0,test
8465302,start,1,test
8465302,step_1,0,test
8465302,step_2,0,test
8465448,start,1,test
8465744,start,4,test
8465744,step_1,2,test
8465744,step_3,2,test
8465744,step_2,1,test
8465969,start,2,test
8465969,step_1,0,test
8466350,start,0,test
8466350,step_1,0,test
8466350,step_2,0,test
8466350,step_3,0,test
8466440,start,1,test
8466440,step_1,1,test
8466440,step_2,1,test
8466440,step_3,1,test
8466521,start,2,test
8466521,step_2,2,test
8466521,step_1,1,test
8466565,start,0,test
8466565,step_1,0,test
8466565,step_2,0,test
8466565,step_3,0,test
8466956,start,4,test
8467427,start,0,test
8467427,step_1,0,test
8467427,step_2,0,test
8467427,step_3,0,test
8467959,start,0,test
8467959,step_1,0,test
8467959,step_2,0,test
8467959,step_3,0,test
8467980,start,2,test
8467980,step_1,1,test
8467980,step_2,0,test
8467980,step_3,0,test
8468009,start,1,test
8468009,step_1,0,test
8468009,step_2,0,test
8468009,step_3,0,test
8468212,start,0,test
8468212,step_1,0,test
8468212,step_2,0,test
8468212,step_3,0,test
8468645,start,3,test
8468645,step_1,1,test
8468949,start,0,test
8468949,step_1,0,test
8468949,step_2,0,test
8468949,step_3,0,test
8469485,step_1,4,test
8469485,start,3,test
8469485,step_2,2,test
8469485,step_3,2,test
8469745,start,0,test
8469745,step_1,0,test
8469745,step_2,0,test
8469745,step_3,0,test
8470247,start,4,test
8470247,step_1,1,test
8470247,step_2,1,test
8470247,step_3,1,test
8470926,start,0,test
8470926,step_1,0,test
8470926,step_2,0,test
8470926,step_3,0,test
8471133,start,0,test
8471133,step_1,0,test
8471133,step_2,0,test
8471133,step_3,0,test
8471628,start,0,test
8471628,step_1,0,test
8471628,step_2,0,test
8471628,step_3,0,test
8472209,step_1,1,test
8472209,step_2,1,test
8472209,start,0,test
8472209,step_3,0,test
8472274,start,0,test
8472274,step_1,0,test
8472274,step_2,0,test
8472274,step_3,0,test
8472375,start,5,test
8472375,step_1,3,test
8472375,step_2,1,test
8472375,step_3,1,test
8472387,start,0,test
8472387,step_1,0,test
8472387,step_2,0,test
8472387,step_3,0,test
8473526,start,0,test
8473526,step_1,0,test
8473526,step_2,0,test
8473526,step_3,0,test
8473772,start,0,test
8473772,step_1,0,test
8473772,step_2,0,test
8473772,step_3,0,test
8475055,start,0,test
8475055,step_1,0,test
8475055,step_2,0,test
8475055,step_3,0,test
8475183,step_1,1,test
8475183,step_2,1,test
8475183,start,0,test
8475183,step_3,0,test
8476794,start,2,test
8476794,step_1,2,test
8476794,step_2,2,test
8476794,step_3,2,test
8476828,start,3,test
8476828,step_1,1,test
8476828,step_2,0,test
8476828,step_3,0,test
8477121,start,0,test
8477121,step_1,0,test
8477121,step_2,0,test
8477121,step_3,0,test
8477190,start,2,test
8477190,step_1,1,test
8477190,step_2,1,test
8477190,step_3,1,test
8477875,start,0,test
8480126,step_2,6,test
8480126,step_1,5,test
8480126,step_3,5,test
8480126,start,4,test
8480558,start,0,test
8480558,step_1,0,test
8480558,step_2,0,test
8480558,step_3,0,test
8480645,start,2,test
8480723,start,0,test
8480723,step_1,0,test
8482024,start,1,test
8482024,step_1,1,test
8482024,step_2,0,test
8482024,step_3,0,test
8482201,start,0,test
8482201,step_1,0,test
8482201,step_2,0,test
8482201,step_3,0,test
8482283,start,0,test
8482283,step_1,0,test
8482283,step_2,0,test
8482283,step_3,0,test
8483529,step_1,1,test
8483529,start,0,test
8483529,step_2,0,test
8484054,start,0,test
8484054,step_1,0,test
8484054,step_2,0,test
8484054,step_3,0,test
8485558,start,2,test
8485558,step_1,0,test
8485558,step_2,0,test
8485558,step_3,0,test
8485614,start,1,test
8485614,step_1,1,test
8485614,step_2,1,test
8485614,step_3,1,test
8485850,start,0,test
8485850,step_1,0,test
8485850,step_2,0,test
8485850,step_3,0,test
8487265,start,2,test
8487265,step_1,1,test
8487265,step_2,1,test
8487265,step_3,0,test
8488268,start,3,test
8488268,step_1,1,test
8488343,start,1,test
8488343,step_1,1,test
8488343,step_2,0,test
8488343,step_3,0,test
8488517,start,1,test
8488517,step_1,0,test
8488517,step_2,0,test
8488517,step_3,0,test
8489443,start,5,test
8489443,step_1,0,test
8489537,start,0,test
8489537,step_1,0,test
8489537,step_2,0,test
8489537,step_3,0,test
8490158,start,2,test
8490158,step_1,0,test
8490158,step_2,0,test
8490158,step_3,0,test
8490286,start,3,test
8490286,step_1,0,test
8490286,step_2,0,test
8490431,start,2,test
8490431,step_1,2,test
8490431,step_2,0,test
8490431,step_3,0,test
8490739,start,0,test
8490739,step_1,0,test
8490810,start,2,test
8490810,step_1,2,test
8490810,step_2,0,test
8490810,step_3,0,test
8490834,start,0,test
8490834,step_1,0,test
8490834,step_2,0,test
8490834,step_3,0,test
8491056,start,0,test
8491056,step_1,0,test
8491056,step_2,0,test
8491056,step_3,0,test
8491121,start,0,test
8491121,step_1,0,test
8491121,step_2,0,test
8491121,step_3,0,test
8491361,start,0,test
8491361,step_1,0,test
8491361,step_2,0,test
8491361,step_3,0,test
8491806,start,8,test
8491806,step_1,3,test
8491806,step_2,1,test
8491806,step_3,1,test
8492564,start,2,test
8492564,step_1,2,test
8492564,step_2,1,test
8492564,step_3,0,test
8492567,start,3,test
8492567,step_1,1,test
8492567,step_2,1,test
8492567,step_3,1,test
8492580,start,1,test
8492580,step_1,1,test
8492580,step_2,1,test
8492580,step_3,0,test
8493081,start,4,test
8493081,step_1,3,test
8493081,step_2,2,test
8493081,step_3,0,test
8493469,start,0,test
8493469,step_1,0,test
8493469,step_2,0,test
8493469,step_3,0,test
8494129,start,6,test
8494129,step_1,1,test
8494129,step_2,1,test
8494129,step_3,0,test
8495015,start,0,test
8495015,step_1,0,test
8495015,step_2,0,test
8495015,step_3,0,test
8495717,start,3,test
8495717,step_1,2,test
8495964,start,0,test
8495964,step_1,0,test
8495964,step_2,0,test
8495964,step_3,0,test
8496269,start,0,test
8496269,step_1,0,test
8496269,step_2,0,test
8496269,step_3,0,test
8496930,start,0,test
8496930,step_1,0,test
8496930,step_2,0,test
8496930,step_3,0,test
8497008,start,0,test
8497008,step_1,0,test
8497008,step_2,0,test
8497008,step_3,0,test
8497136,start,0,test
8497136,step_1,0,test
8497136,step_2,0,test
8497136,step_3,0,test
8497468,start,0,test
8497468,step_1,0,test
8497468,step_2,0,test
8497468,step_3,0,test
8497640,start,0,test
8497640,step_1,0,test
8497640,step_2,0,test
8497640,step_3,0,test
8498139,start,0,test
8498139,step_1,0,test
8498139,step_2,0,test
8498650,start,0,test
8499181,start,4,test
8499181,step_1,1,test
8499181,step_2,1,test
8499181,step_3,1,test
8499476,step_1,2,test
8499476,step_2,1,test
8499476,start,0,test
8499705,start,4,test
8499705,step_1,2,test
8499705,step_2,0,test
8499705,step_3,0,test
8500602,start,1,test
8500602,step_1,1,test
8500602,step_2,0,test
8500602,step_3,0,test
8500861,start,1,test
8500861,step_1,1,test
8500861,step_2,1,test
8500861,step_3,1,test
8501291,start,0,test
8501291,step_1,0,test
8501291,step_2,0,test
8501291,step_3,0,test
8501790,step_1,1,test
8501790,start,0,test
8501875,start,3,test
8501875,step_1,0,test
8501949,start,2,test
8502793,start,0,test
8502793,step_1,0,test
8502793,step_2,0,test
8502793,step_3,0,test
8502914,start,2,test
8502914,step_1,1,test
8502914,step_2,0,test
8502914,step_3,0,test
8502987,start,0,test
8502987,step_1,0,test
8502987,step_2,0,test
8502987,step_3,0,test
8503257,start,0,test
8503257,step_1,0,test
8503257,step_2,0,test
8503257,step_3,0,test
8503272,start,2,test
8503272,step_2,1,test
8503272,step_1,0,test
8503930,start,0,test
8503930,step_1,0,test
8503930,step_2,0,test
8503930,step_3,0,test
8504008,start,4,test
8504008,step_1,2,test
8504008,step_2,2,test
8504008,step_3,1,test
8504197,start,1,test
8504197,step_1,0,test
8504197,step_2,0,test
8504197,step_3,0,test
8504929,start,0,test
8504929,step_1,0,test
8504929,step_2,0,test
8504929,step_3,0,test
8505031,start,0,test
8505031,step_1,0,test
8505031,step_2,0,test
8505031,step_3,0,test
8505078,start,1,test
8505078,step_1,1,test
8505078,step_2,0,test
8505078,step_3,0,test
8505547,start,0,test
8505547,step_1,0,test
8505547,step_2,0,test
8505547,step_3,0,test
8505774,start,0,test
8505774,step_1,0,test
8505774,step_2,0,test
8505774,step_3,0,test
8506460,start,0,test
8506460,step_1,0,test
8506460,step_2,0,test
8506460,step_3,0,test
8506583,start,0,test
8506583,step_1,0,test
8506583,step_2,0,test
8506583,step_3,0,test
8509031,start,1,test
8509031,step_1,0,test
8509031,step_2,0,test
8509031,step_3,0,test
8509137,start,1,test
8509137,step_1,1,test
8509137,step_2,0,test
8509137,step_3,0,test
8509658,start,0,test
8509658,step_1,0,test
8510120,start,0,test
8510278,step_2,2,test
8510278,start,1,test
8510278,step_1,1,test
8510278,step_3,0,test
8510356,start,7,test
8510356,step_1,3,test
8510356,step_2,3,test
8510356,step_3,3,test
8510745,step_1,2,test
8510745,start,1,test
8510745,step_2,1,test
8510954,start,1,test
8510954,step_1,1,test
8510954,step_2,1,test
8510954,step_3,0,test
8511576,start,0,test
8511794,start,2,test
8511794,step_1,2,test
8511794,step_2,2,test
8511794,step_3,1,test
8512066,start,4,test
8512066,step_1,1,test
8512066,step_2,0,test
8512066,step_3,0,test
8512093,start,6,test
8512093,step_1,5,test
8512093,step_2,2,test
8512093,step_3,1,test
8513162,start,0,test
8513162,step_1,0,test
8513162,step_2,0,test
8513162,step_3,0,test
8514077,start,4,test
8514077,step_1,1,test
8514077,step_2,1,test
8514125,start,0,test
8514125,step_1,0,test
8514125,step_2,0,test
8514125,step_3,0,test
8514217,start,0,test
8514217,step_1,0,test
8514217,step_2,0,test
8514966,start,0,test
8514966,step_1,0,test
8514966,step_2,0,test
8514966,step_3,0,test
8515641,start,0,test
8515641,step_1,0,test
8515641,step_2,0,test
8515641,step_3,0,test
8515953,step_2,4,test
8515953,step_1,2,test
8515953,step_3,2,test
8515953,start,0,test
8515977,start,0,test
8515977,step_1,0,test
8515977,step_2,0,test
8516341,start,0,test
8516341,step_1,0,test
8516341,step_2,0,test
8516341,step_3,0,test
8516537,start,1,test
8516537,step_1,1,test
8516565,start,0,test
8516565,step_1,0,test
8516565,step_2,0,test
8516565,step_3,0,test
8516900,start,2,test
8516900,step_1,0,test
8516900,step_2,0,test
8516900,step_3,0,test
8517752,start,2,test
8517752,step_1,2,test
8517967,step_1,1,test
8517967,step_2,1,test
8517967,start,0,test
8517967,step_3,0,test
8518367,start,2,test
8518367,step_1,1,test
8518367,step_2,1,test
8518367,step_3,0,test
8518982,start,0,test
8518982,step_1,0,test
8518982,step_2,0,test
8518982,step_3,0,test
8519145,step_2,6,test
8519145,step_3,6,test
8519145,start,5,test
8519145,step_1,0,test
8519232,start,3,test
8519232,step_1,2,test
8519232,step_2,0,test
8519232,step_3,0,test
8519302,start,0,test
8519302,step_1,0,test
8519302,step_2,0,test
8519302,step_3,0,test
8519513,start,2,test
8519807,start,3,test
8519807,step_3,1,test
8519807,step_1,0,test
8519807,step_2,0,test
8520769,start,1,test
8520790,start,0,test
8520790,step_1,0,test
8520790,step_2,0,test
8521030,start,0,test
8521030,step_1,0,test
8521030,step_2,0,test
8521030,step_3,0,test
8521180,start,0,test
8521180,step_1,0,test
8521346,start,1,test
8521346,step_1,0,test
8521346,step_2,0,test
8521346,step_3,0,test
8521849,start,0,test
8521849,step_1,0,test
8521849,step_2,0,test
8521849,step_3,0,test
8522277,start,0,test
8522277,step_1,0,test
8522542,start,4,test
8522542,step_1,0,test
8523220,start,0,test
8523684,start,4,test
8523684,step_1,1,test
8523684,step_2,1,test
8523684,step_3,1,test
8524579,start,1,test
8524579,step_2,1,test
8524579,step_1,0,test
8524579,step_3,0,test
8525111,start,3,test
8525111,step_2,2,test
8525111,step_1,1,test
8525111,step_3,1,test
8525729,start,0,test
8525729,step_1,0,test
8525729,step_2,0,test
8525729,step_3,0,test
8526018,start,10,test
8526018,step_1,8,test
8526018,step_2,4,test
8526018,step_3,0,test
8526268,start,0,test
8526268,step_1,0,test
8526268,step_2,0,test
8526268,step_3,0,test
8526713,start,0,test
8526713,step_1,0,test
8526713,step_2,0,test
8526713,step_3,0,test
8526905,start,0,test
8526905,step_1,0,test
8526905,step_2,0,test
8526905,step_3,0,test
8527227,start,10,test
8527227,step_1,1,test
8527227,step_2,0,test
8527227,step_3,0,test
8527390,step_1,1,test
8527390,step_2,1,test
8527390,step_3,1,test
8527390,start,0,test
8527986,start,2,test
8527986,step_1,1,test
8527986,step_2,0,test
8527986,step_3,0,test
8528489,start,0,test
8528489,step_1,0,test
8528489,step_2,0,test
8528489,step_3,0,test
8528827,start,0,test
8528827,step_1,0,test
8528827,step_2,0,test
8528827,step_3,0,test
8529036,start,0,test
8529036,step_1,0,test
8529036,step_2,0,test
8529036,step_3,0,test
8529372,start,0,test
8529372,step_1,0,test
8529372,step_2,0,test
8529372,step_3,0,test
8529641,start,0,test
8529641,step_1,0,test
8529641,step_2,0,test
8529641,step_3,0,test
8529646,start,0,test
8529646,step_1,0,test
8529646,step_2,0,test
8529646,step_3,0,test
8529806,start,0,test
8529806,step_1,0,test
8529806,step_2,0,test
8529806,step_3,0,test
8529875,start,0,test
8529875,step_1,0,test
8529875,step_2,0,test
8529875,step_3,0,test
8530298,step_3,1,test
8530298,start,0,test
8530298,step_1,0,test
8530298,step_2,0,test
8530430,start,0,test
8530430,step_1,0,test
8530430,step_2,0,test
8530430,step_3,0,test
8530482,start,2,test
8530482,step_1,0,test
8530482,step_2,0,test
8530482,step_3,0,test
8530605,start,0,test
8530605,step_1,0,test
8530605,step_2,0,test
8530605,step_3,0,test
8531881,start,0,test
8531881,step_1,0,test
8531881,step_2,0,test
8531881,step_3,0,test
8531945,step_1,2,test
8531945,step_2,2,test
8531945,start,1,test
8531945,step_3,1,test
8531948,start,0,test
8531948,step_1,0,test
8532134,start,2,test
8532134,step_1,1,test
8532134,step_2,1,test
8532134,step_3,1,test
8532371,start,1,test
8532371,step_1,0,test
8532371,step_2,0,test
8532371,step_3,0,test
8532902,start,0,test
8532902,step_1,0,test
8532902,step_2,0,test
8532902,step_3,0,test
8533635,start,0,test
8533635,step_1,0,test
8533635,step_2,0,test
8533635,step_3,0,test
8533740,start,0,test
8533740,step_1,0,test
8533740,step_2,0,test
8534176,start,0,test
8534176,step_1,0,test
8534176,step_2,0,test
8534176,step_3,0,test
8534233,start,1,test
8534233,step_1,0,test
8534233,step_2,0,test
8534233,step_3,0,test
8534599,start,8,test
8534599,step_1,2,test
8534599,step_2,1,test
8534599,step_3,1,test
8534656,start,3,test
8534656,step_1,1,test
8534656,step_2,0,test
8534656,step_3,0,test
8535041,start,1,test
8535041,step_1,0,test
8535041,step_2,0,test
8535041,step_3,0,test
8535149,start,0,test
8535149,step_1,0,test
8535149,step_2,0,test
8535521,step_1,1,test
8535521,step_2,1,test
8535521,start,0,test
8535521,step_3,0,test
8535768,start,9,test
8535768,step_1,4,test
8535768,step_2,4,test
8535768,step_3,2,test
8536064,start,1,test
8536064,step_1,0,test
8536064,step_2,0,test
8536064,step_3,0,test
8536810,start,3,test
8536810,step_1,0,test
8536810,step_2,0,test
8536810,step_3,0,test
8537094,start,0,test
8537094,step_1,0,test
8537109,start,5,test
8537109,step_1,1,test
8537447,start,7,test
8537506,start,0,test
8537506,step_1,0,test
8537506,step_2,0,test
8537506,step_3,0,test
8538655,start,4,test
8538655,step_1,3,test
8538655,step_2,2,test
8538655,step_3,2,test
8538783,start,0,test
8538783,step_1,0,test
8538783,step_2,0,test
8538783,step_3,0,test
8538926,start,0,test
8538926,step_1,0,test
8538926,step_2,0,test
8538971,start,0,test
8538971,step_1,0,test
8538971,step_2,0,test
8538971,step_3,0,test
8538985,start,0,test
8538985,step_1,0,test
8538985,step_2,0,test
8538985,step_3,0,test
8540165,start,0,test
8540165,step_1,0,test
8540165,step_2,0,test
8540263,start,0,test
8540263,step_1,0,test
8540263,step_2,0,test
8540292,start,0,test
8540292,step_1,0,test
8540292,step_2,0,test
8540292,step_3,0,test
8540533,step_1,3,test
8540533,start,2,test
8540533,step_2,0,test
8540533,step_3,0,test
8540710,start,0,test
8540710,step_1,0,test
8540710,step_2,0,test
8540710,step_3,0,test
8540726,start,3,test
8540726,step_1,2,test
8540888,start,0,test
8541230,start,2,test
8541412,start,2,test
8541412,step_3,2,test
8541412,step_1,1,test
8541412,step_2,0,test
8542158,start,0,test
8542158,step_1,0,test
8542158,step_2,0,test
8542158,step_3,0,test
8543095,start,0,test
8543095,step_1,0,test
8543146,start,1,test
8543146,step_1,0,test
8543419,start,0,test
8543419,step_1,0,test
8543419,step_2,0,test
8543419,step_3,0,test
8543484,start,0,test
8543484,step_1,0,test
8543484,step_2,0,test
8543484,step_3,0,test
8544434,start,0,test
8544434,step_1,0,test
8544434,step_2,0,test
8544434,step_3,0,test
8544465,start,0,test
8544465,step_1,0,test
8544465,step_2,0,test
8544465,step_3,0,test
8545150,start,0,test
8545150,step_1,0,test
8545681,start,1,test
8545681,step_1,1,test
8545681,step_2,0,test
8545681,step_3,0,test
8546815,start,1,test
8546815,step_1,1,test
8546815,step_2,0,test
8546815,step_3,0,test
8547148,start,0,test
8547148,step_1,0,test
8547148,step_2,0,test
8547148,step_3,0,test
8547335,start,2,test
8547335,step_1,0,test
8547335,step_2,0,test
8547335,step_3,0,test
8547760,start,4,test
8547760,step_1,1,test
8547760,step_2,1,test
8547760,step_3,1,test
8547881,start,1,test
8547881,step_1,1,test
8547881,step_2,1,test
8547881,step_3,1,test
8547969,start,1,test
8548102,start,1,test
8548102,step_2,1,test
8548102,step_1,0,test
8548102,step_3,0,test
8548124,start,0,test
8548124,step_1,0,test
8548124,step_2,0,test
8548124,step_3,0,test
8548134,start,2,test
8548134,step_1,2,test
8548134,step_2,1,test
8548134,step_3,0,test
8548477,step_1,3,test
8548477,start,2,test
8548477,step_2,2,test
8548477,step_3,1,test
8548506,start,0,test
8548506,step_1,0,test
8548506,step_2,0,test
8548506,step_3,0,test
8548561,start,1,test
8548825,start,0,test
8548825,step_1,0,test
8548825,step_2,0,test
8548825,step_3,0,test
8548975,start,1,test
8548975,step_2,1,test
8548975,step_1,0,test
8548975,step_3,0,test
8549073,start,2,test
8549073,step_1,1,test
8549073,step_2,0,test
8549073,step_3,0,test
8549691,start,0,test
8549691,step_1,0,test
8549691,step_2,0,test
8549691,step_3,0,test
8550550,start,0,test
8550550,step_1,0,test
8550550,step_2,0,test
8550550,step_3,0,test
8550819,start,1,test
8550819,step_1,1,test
8550819,step_2,0,test
8550819,step_3,0,test
8551108,start,0,test
8551108,step_1,0,test
8551108,step_2,0,test
8551108,step_3,0,test
8551366,start,0,test
8551366,step_1,0,test
8551366,step_2,0,test
8551366,step_3,0,test
8551376,start,4,test
8551376,step_1,4,test
8551376,step_2,0,test
8551376,step_3,0,test
8551425,start,1,test
8551425,step_1,0,test
8551425,step_2,0,test
8551425,step_3,0,test
8552123,start,0,test
8552123,step_1,0,test
8552123,step_2,0,test
8552123,step_3,0,test
8552493,start,1,test
8552493,step_1,1,test
8552493,step_2,0,test
8552493,step_3,0,test
8553219,start,1,test
8553219,step_1,1,test
8553219,step_2,0,test
8553219,step_3,0,test
8553447,start,0,test
8553447,step_1,0,test
8553447,step_2,0,test
8553447,step_3,0,test
8553502,start,0,test
8553502,step_1,0,test
8553502,step_2,0,test
8553502,step_3,0,test
8553638,step_1,8,test
8553638,step_2,8,test
8553638,start,0,test
8553638,step_3,0,test
8553989,start,0,test
8553989,step_1,0,test
8553989,step_2,0,test
8553989,step_3,0,test
8554018,start,1,test
8554018,step_1,0,test
8554018,step_2,0,test
8554571,step_1,2,test
8554571,step_2,2,test
8554571,start,1,test
8554571,step_3,1,test
8554894,start,0,test
8554894,step_1,0,test
8554894,step_2,0,test
8554894,step_3,0,test
8555009,start,2,test
8555009,step_1,0,test
8555009,step_2,0,test
8555009,step_3,0,test
8555440,start,1,test
8555440,step_1,0,test
8555440,step_2,0,test
8555440,step_3,0,test
8555514,start,0,test
8555514,step_1,0,test
8555514,step_2,0,test
8555514,step_3,0,test
8555554,start,1,test
8555554,step_1,0,test
8555554,step_2,0,test
8555554,step_3,0,test
8556380,start,0,test
8556380,step_1,0,test
8556380,step_2,0,test
8556380,step_3,0,test
8556520,start,0,test
8556520,step_1,0,test
8556520,step_2,0,test
8556520,step_3,0,test
8557337,start,1,test
8559431,start,3,test
8559431,step_1,0,test
8559593,step_2,3,test
8559593,step_1,1,test
8559593,step_3,1,test
8559593,start,0,test
8560277,start,1,test
8560277,step_1,0,test
8560277,step_2,0,test
8560404,start,1,test
8560404,step_1,1,test
8560404,step_2,0,test
8560404,step_3,0,test
8560542,start,1,test
8560542,step_1,0,test
8560542,step_2,0,test
8560779,start,1,test
8560861,start,0,test
8560861,step_1,0,test
8560861,step_2,0,test
8560861,step_3,0,test
8562053,step_2,2,test
8562053,step_3,2,test
8562053,start,1,test
8562053,step_1,1,test
8562324,start,4,test
8562324,step_1,2,test
8562324,step_2,1,test
8562324,step_3,0,test
8563144,start,0,test
8563144,step_1,0,test
8563144,step_2,0,test
8563144,step_3,0,test
8563377,start,1,test
8563377,step_1,1,test
8563377,step_2,0,test
8563377,step_3,0,test
8563448,start,0,test
8563448,step_1,0,test
